doc_id,token,bio_label
1,Оплата,B-PAYMENT_TYPE
1,за,B-PURPOSE
1,оборудование,I-PURPOSE
1,для,I-PURPOSE
1,оснащения,I-PURPOSE
1,Центров,I-PURPOSE
1,для,I-PURPOSE
1,детей,I-PURPOSE
1,с,I-PURPOSE
1,аутизмом,I-PURPOSE
1,ТОО,B-ORG
1,"""Royal",I-ORG
1,Engineering,I-ORG
1,"Kazakhstan"",",I-ORG
1,Договор,O
1,поставки,O
1,№РАС-6-12,O
1,от,O
1,27.12.2022г.,O
2,Оплата,B-PAYMENT_TYPE
2,за,B-PURPOSE
2,изготовление,I-PURPOSE
2,инновационных,I-PURPOSE
2,протезно-ортопедических,I-PURPOSE
2,изделий,I-PURPOSE
2,для,I-PURPOSE
2,5-х,I-PURPOSE
2,детей,I-PURPOSE
2,и,I-PURPOSE
2,молодежи,I-PURPOSE
2,с,I-PURPOSE
2,инвалидностью,I-PURPOSE
2,(14-29,I-PURPOSE
2,лет),I-PURPOSE
2,-,O
2,ТОО,B-ORG
2,"""Фармас"",",I-ORG
2,Договор,O
2,№09-5,O
2,от,O
2,20.05.2022г.,O
3,Образовательные,B-PURPOSE
3,гранты,B-PAYMENT_TYPE
3,ОФ,B-ORG
3,«Қазақстан,I-ORG
3,халқына»,I-ORG
3,и,O
3,стипендии,B-PAYMENT_TYPE
3,студентам,B-PURPOSE
3,АО,B-ORG
3,"""Университет",I-ORG
3,КАЗГЮУ,I-ORG
3,им.,I-ORG
3,М.С.,I-ORG
3,"Нарикбаева»,",I-ORG
3,Доп.соглаш.1,O
3,к,O
3,Договор,O
3,№09-02-55/60,O
3,от,O
3,28.10.2022г.,O
4,Оплата,B-PAYMENT_TYPE
4,ТОО,B-ORG
4,"""МК-",I-ORG
4,"ФАРМА""",I-ORG
4,за,B-PURPOSE
4,оборудование,I-PURPOSE
4,для,I-PURPOSE
4,оснащения,I-PURPOSE
4,специальных,I-PURPOSE
4,"школ,",I-PURPOSE
4,Договор,O
4,№09-02-131,O
4,от,O
4,19.12.2022г.,O
5,Оплата,B-PAYMENT_TYPE
5,за,B-PURPOSE
5,оказание,I-PURPOSE
5,мед.помощи,I-PURPOSE
5,детям,I-PURPOSE
5,с,I-PURPOSE
5,сосудистой,I-PURPOSE
5,патологией,I-PURPOSE
5,-,O
5,ОФ,B-ORG
5,ИМЕНИ,I-ORG
5,"""КАРАБЕКОВА",I-ORG
5,"АГАБЕКА"",",I-ORG
5,Договор,O
5,№09-03,O
5,от,O
5,16.05.22г.,O
6,Образовательные,B-PURPOSE
6,гранты,B-PAYMENT_TYPE
6,ОФ,B-ORG
6,«Қазақстан,I-ORG
6,халқына»,I-ORG
6,и,O
6,стипендии,B-PAYMENT_TYPE
6,студентам,O
6,ТОО,O
6,"""Университет",O
6,международного,O
6,бизнеса,O
6,им.,O
6,Кенжегали,O
6,"Сагадиева"",",O
6,Доп.соглаш.1,O
6,к,O
6,Договору,O
6,№09-02-55/83,O
6,от,O
6,28.10.2022г.,O
7,Образовательные,B-PURPOSE
7,гранты,B-PAYMENT_TYPE
7,ОФ,B-ORG
7,«Қазақстан,I-ORG
7,халқына»,I-ORG
7,и,O
7,стипендии,B-PAYMENT_TYPE
7,студентам,B-PURPOSE
7,ЧУ,B-ORG
7,"""Карагандинский",I-ORG
7,университет,I-ORG
7,"Казпотребсоюза"",",I-ORG
7,Доп.соглаш.№1,O
7,к,O
7,Договору,O
7,№09-02-55/74,O
7,от,O
7,28.10.2022г.,O
8,Возмещение,B-PAYMENT_TYPE
8,за,O
8,услуги,B-PURPOSE
8,международной,I-PURPOSE
8,автоперевозки,I-PURPOSE
8,груза,I-PURPOSE
8,согласно,O
8,Договора,O
8,№9-02-12,O
8,от,O
8,01.07.2022,O
8,года,O
8,(КФ,B-ORG
8,"""ҚАМҚОРЛЫҚ",I-ORG
8,"ҚОРЫ"")",I-ORG
9,Образовательные,B-PURPOSE
9,гранты,B-PAYMENT_TYPE
9,ОФ,B-ORG
9,«Қазақстан,I-ORG
9,халқына»,I-ORG
9,и,O
9,стипендии,B-PAYMENT_TYPE
9,студентам,B-PURPOSE
9,ТОО,O
9,"""Университет",B-ORG
9,международного,I-ORG
9,бизнеса,I-ORG
9,им.,I-ORG
9,Кенжегали,I-ORG
9,"Сагадиева"",",I-ORG
9,Доп.соглаш.1,O
9,к,O
9,Договору,O
9,№09-02-55/83,O
9,от,O
9,28.10.2022г.,O
10,Оплата,B-PAYMENT_TYPE
10,ООО,B-ORG
10,"""Исток",I-ORG
10,"Аудио""",I-ORG
10,за,B-PURPOSE
10,оборудование,I-PURPOSE
10,для,I-PURPOSE
10,оснащения,I-PURPOSE
10,специальных,I-PURPOSE
10,"школ,",I-PURPOSE
10,Договор,O
10,"№09-02-110,",O
10,116,O
10,от,O
10,19.12.2022,O
11,Оплата,B-PAYMENT_TYPE
11,ТОО,B-ORG
11,"""ЭТК",I-ORG
11,"СЕРВИС""",I-ORG
11,расходы,B-PURPOSE
11,по,I-PURPOSE
11,обучению,I-PURPOSE
11,3-х,I-PURPOSE
11,мед.специалистов,I-PURPOSE
11,"КазНИИОР,",B-ORG
11,Договор,O
11,№9-02-144,O
11,от,O
11,27.12.2022г.,O
12,Оплата,B-PAYMENT_TYPE
12,за,B-PURPOSE
12,оборудование,I-PURPOSE
12,для,I-PURPOSE
12,оснащения,I-PURPOSE
12,Центров,I-PURPOSE
12,для,I-PURPOSE
12,детей,I-PURPOSE
12,с,I-PURPOSE
12,аутизмом,I-PURPOSE
12,ТОО,B-ORG
12,"""Royal",I-ORG
12,Engineering,I-ORG
12,"Kazakhstan""",I-ORG
12,Договор,O
12,№РАС-7-,O
12,12,O
12,от,O
12,27.12.2022,O
13,Окончательная,B-PAYMENT_TYPE
13,оплата,I-PAYMENT_TYPE
13,80,O
13,%,O
13,ТОО,B-ORG
13,"""ТАКЕДА",I-ORG
13,"КАЗАХСТАН""",I-ORG
13,по,O
13,Договору,O
13,№09-02-83,O
13,от,O
13,06.12.22г.,O
13,за,B-PURPOSE
13,лекарственное,I-PURPOSE
13,средство,I-PURPOSE
13,-,I-PURPOSE
13,Цинрайз,I-PURPOSE
14,Образовательные,B-PURPOSE
14,гранты,B-PAYMENT_TYPE
14,ОФ,B-ORG
14,«Қазақстан,I-ORG
14,халқына»,I-ORG
14,и,B-PAYMENT_TYPE
14,стипендии,I-PAYMENT_TYPE
14,студентам,B-PURPOSE
14,Учреждение,B-ORG
14,высшего,I-ORG
14,образования,I-ORG
14,"""Евразийский",I-ORG
14,гуманитарный,I-ORG
14,"институт"",",I-ORG
14,Договор,O
14,№09-02-55/6,O
14,от,O
14,28.10.2022г.,O
15,Образовательные,B-PURPOSE
15,гранты,B-PAYMENT_TYPE
15,ОФ,B-ORG
15,«Қазақстан,I-ORG
15,халқына»,I-ORG
15,и,B-PAYMENT_TYPE
15,стипендии,I-PAYMENT_TYPE
15,студентам,B-PURPOSE
15,УО,B-ORG
15,"""Каспийский",I-ORG
15,общественный,I-ORG
15,"Университет"",",I-ORG
15,Договор,O
15,№09-02-55/51,O
15,от,O
15,28.10.22г.,O
16,Образовательные,B-PURPOSE
16,гранты,B-PAYMENT_TYPE
16,ОФ,B-ORG
16,«Қазақстан,I-ORG
16,халқына»,I-ORG
16,и,B-PAYMENT_TYPE
16,стипендии,I-PAYMENT_TYPE
16,студентам,B-PURPOSE
16,НАО,B-ORG
16,"""ВКТУ""",I-ORG
16,им.,I-ORG
16,Д.Серикбаева,I-ORG
17,Образовательные,B-PURPOSE
17,гранты,B-PAYMENT_TYPE
17,ОФ,B-ORG
17,«Қазақстан,I-ORG
17,халқына»,I-ORG
17,и,B-PAYMENT_TYPE
17,стипендии,I-PAYMENT_TYPE
17,студентам,B-PURPOSE
17,НАО,B-ORG
17,"""Северо-Казахстанский",I-ORG
17,университет,I-ORG
17,им.,I-ORG
17,М.,I-ORG
17,"Козыбаева"",",I-ORG
17,Договор,O
17,№09-02-34/67,O
17,от,O
17,25.08.2022г,O
18,Образовательные,B-PURPOSE
18,гранты,B-PAYMENT_TYPE
18,ОФ,B-ORG
18,«Қазақстан,I-ORG
18,халқына»,I-ORG
18,и,B-PAYMENT_TYPE
18,стипендии,I-PAYMENT_TYPE
18,студентам,B-PURPOSE
18,НАО,B-ORG
18,"""ВКТУ""",I-ORG
18,им.,I-ORG
18,"Д.Серикбаева,",I-ORG
18,Договор,O
18,№09-02-55/42,O
18,от,O
18,28.10.2022г.,O
19,Образовательные,B-PURPOSE
19,гранты,B-PAYMENT_TYPE
19,ОФ,B-ORG
19,«Қазақстан,I-ORG
19,халқына»,I-ORG
19,и,B-PAYMENT_TYPE
19,стипендии,I-PAYMENT_TYPE
19,студентам,B-PURPOSE
19,АО,B-ORG
19,"""Международный",I-ORG
19,университет,I-ORG
19,информационных,I-ORG
19,"технологий"",",I-ORG
19,Договор,O
19,№09-02-34/65,O
19,от,O
19,25.08.2022г,O
20,Образовательные,B-PURPOSE
20,гранты,B-PAYMENT_TYPE
20,ОФ,B-ORG
20,«Қазақстан,I-ORG
20,халқына»,I-ORG
20,и,B-PAYMENT_TYPE
20,стипендии,I-PAYMENT_TYPE
20,студентам,B-PURPOSE
20,Частное,B-ORG
20,учреждение,I-ORG
20,"""Академия",I-ORG
20,"""Bolashaq""",I-ORG
21,Образовательные,B-PURPOSE
21,гранты,B-PAYMENT_TYPE
21,ОФ,B-ORG
21,«Қазақстан,I-ORG
21,халқына»,I-ORG
21,и,B-PAYMENT_TYPE
21,стипендии,I-PAYMENT_TYPE
21,студентам,B-PURPOSE
21,УО,B-ORG
21,"""Алматы",I-ORG
21,Менеджмент,I-ORG
21,"Университет"",",I-ORG
21,по,O
21,Договор,O
21,№09-02-55/1,O
21,от,O
21,28.10.2022г.,O
22,Оплата,B-PAYMENT_TYPE
22,ИП,B-ORG
22,Прохоренко,I-ORG
22,Сергей,I-ORG
22,Александрович,I-ORG
22,за,B-PURPOSE
22,оборудование,I-PURPOSE
22,для,I-PURPOSE
22,оснащения,I-PURPOSE
22,специальных,I-PURPOSE
22,"школ,",I-PURPOSE
22,Договор,O
22,№09-02-162,O
22,от,O
22,28.12.2022г.,O
23,Оплата,B-PAYMENT_TYPE
23,ТОО,B-ORG
23,"""Базисный",I-ORG
23,"Магазин""",I-ORG
23,за,B-PURPOSE
23,оборудование,I-PURPOSE
23,для,I-PURPOSE
23,оснащения,I-PURPOSE
23,специальных,I-PURPOSE
23,"школ,",I-PURPOSE
23,Договор,O
23,"№09-02-193,",O
23,"145,",O
23,"151,",O
23,"194,",O
23,"193,",O
23,"157,",O
23,"191,",O
23,"154,",O
23,"190,",O
23,"184,",O
23,"192,",O
23,"150,",O
23,"185,",O
23,155,O
23,от,O
23,28.12.2022г.,O
24,Оплата,B-PAYMENT_TYPE
24,ТОО,B-ORG
24,"""МК-",I-ORG
24,"ФАРМА""",I-ORG
24,за,B-PURPOSE
24,оборудование,I-PURPOSE
24,для,I-PURPOSE
24,оснащения,I-PURPOSE
24,специальных,I-PURPOSE
24,"школ,",I-PURPOSE
24,Договору,O
24,"№09-02-158,",O
24,156,O
24,от,O
24,28.12.2022г.,O
25,Образовательные,B-PURPOSE
25,гранты,B-PAYMENT_TYPE
25,ОФ,B-ORG
25,«Қазақстан,I-ORG
25,халқына»,I-ORG
25,и,B-PAYMENT_TYPE
25,стипендии,I-PAYMENT_TYPE
25,студентам,B-PURPOSE
25,Учреждение,B-ORG
25,"""ESIL",I-ORG
25,"UNIVERSITY"",",I-ORG
25,Договор,O
25,№09-02-,O
25,34/13,O
25,от,O
25,25.08.2022г.,O
26,Образовательные,B-PURPOSE
26,гранты,B-PAYMENT_TYPE
26,ОФ,B-ORG
26,«Қазақстан,I-ORG
26,халқына»,I-ORG
26,и,B-PAYMENT_TYPE
26,стипендии,I-PAYMENT_TYPE
26,студентам,B-PURPOSE
26,НАО,B-ORG
26,"""КАЗНАЦЖЕНПУ"",",I-ORG
26,Договор,O
26,№09-02-34/25,O
26,от,O
26,"25.08.22г.,",O
26,Договор,O
26,№09-02-64/5,O
26,от,O
26,10.11.22г.,O
27,Образовательные,B-PURPOSE
27,гранты,B-PAYMENT_TYPE
27,ОФ,B-ORG
27,«Қазақстан,I-ORG
27,халқына»,I-ORG
27,и,B-PAYMENT_TYPE
27,стипендии,I-PAYMENT_TYPE
27,студентам,B-PURPOSE
27,АО,B-ORG
27,"""Университет",I-ORG
27,КАЗГЮУ,I-ORG
27,им.,I-ORG
27,М.С.,I-ORG
27,Нарикбаева»,I-ORG
28,Образовательные,B-PURPOSE
28,гранты,B-PAYMENT_TYPE
28,ОФ,B-ORG
28,«Қазақстан,I-ORG
28,халқына»,I-ORG
28,и,B-PAYMENT_TYPE
28,стипендии,I-PAYMENT_TYPE
28,студентам,B-PURPOSE
28,Частное,B-ORG
28,учреждение,I-ORG
28,"""Академия",I-ORG
28,"""Bolashaq"",",I-ORG
28,Договор,O
28,№09-02-55/73,O
28,от,O
28,28.10.22г.,O
29,Образовательные,B-PURPOSE
29,гранты,B-PAYMENT_TYPE
29,ОФ,B-ORG
29,«Қазақстан,I-ORG
29,халқына»,I-ORG
29,и,B-PAYMENT_TYPE
29,стипендии,I-PAYMENT_TYPE
29,студентам,B-PURPOSE
29,АО,B-ORG
29,"""Международный",I-ORG
29,университет,I-ORG
29,информационных,I-ORG
29,"технологий"",",I-ORG
29,Договор,O
29,№09-02-55/38,O
29,от,O
29,28.10.22г.,O
30,Образовательные,B-PURPOSE
30,гранты,B-PAYMENT_TYPE
30,ОФ,B-ORG
30,«Қазақстан,I-ORG
30,халқына»,I-ORG
30,и,B-PAYMENT_TYPE
30,стипендии,I-PAYMENT_TYPE
30,студентам,B-PURPOSE
30,УО,B-ORG
30,"""Алматы",I-ORG
30,Менеджмент,I-ORG
30,"Университет"",",I-ORG
30,по,O
30,Договор,O
30,№09-02-55/1,O
30,от,O
30,28.10.2022г.,O
31,Оплата,B-PAYMENT_TYPE
31,ООО,B-ORG
31,"""Исток",I-ORG
31,"Аудио""",I-ORG
31,за,B-PURPOSE
31,оборудование,I-PURPOSE
31,для,I-PURPOSE
31,оснащения,I-PURPOSE
31,специальных,I-PURPOSE
31,"школ,",I-PURPOSE
31,Договору,O
31,"№09-02-171,",O
31,"169,",O
31,"170,",O
31,"172,",O
31,"175,",O
31,"174,",O
31,"178,",O
31,179,O
31,от,O
31,28.12.2022,O
32,Образовательные,B-PURPOSE
32,гранты,B-PAYMENT_TYPE
32,ОФ,B-ORG
32,«Қазақстан,I-ORG
32,халқына»,I-ORG
32,и,B-PAYMENT_TYPE
32,стипендии,I-PAYMENT_TYPE
32,студентам,B-PURPOSE
32,УО,O
32,"""Казахстанско-Немецкий",B-ORG
32,Университет,I-ORG
32,в,I-ORG
32,"Алматы"",",I-ORG
32,Договор,O
32,№09-02-34/73,O
32,от,O
32,25.08.22г.,O
33,Образовательные,B-PURPOSE
33,гранты,B-PAYMENT_TYPE
33,ОФ,B-ORG
33,«Қазақстан,I-ORG
33,халқына»,I-ORG
33,и,B-PAYMENT_TYPE
33,стипендии,I-PAYMENT_TYPE
33,студентам,B-PURPOSE
33,ТОО,B-ORG
33,"""Казахстанско-Американский",I-ORG
33,Свободный,I-ORG
33,"Университет"",",I-ORG
33,Договор,O
33,№09-02-34/37,O
33,от,O
33,25.08.22г.,O
34,Образовательные,B-PURPOSE
34,гранты,B-PAYMENT_TYPE
34,ОФ,B-ORG
34,«Қазақстан,I-ORG
34,халқына»,I-ORG
34,и,B-PAYMENT_TYPE
34,стипендии,I-PAYMENT_TYPE
34,студентам,B-PURPOSE
34,ЧУ,B-ORG
34,"""КИНЭУ",I-ORG
34,им.,I-ORG
34,М.,I-ORG
34,"Дулатова"",",I-ORG
34,Договор,O
34,№148/2022,O
34,от,O
34,25.08.22г.,O
35,Образовательные,B-PURPOSE
35,гранты,B-PAYMENT_TYPE
35,ОФ,B-ORG
35,«Қазақстан,I-ORG
35,халқына»,I-ORG
35,и,B-PAYMENT_TYPE
35,стипендии,I-PAYMENT_TYPE
35,студентам,B-PURPOSE
35,НАО,O
35,"""Евразийский",B-ORG
35,национальный,I-ORG
35,университет,I-ORG
35,им.,I-ORG
35,Л.Н.,I-ORG
35,"Гумилева"",",I-ORG
35,Договор,O
35,№09-02-34/9,O
35,от,O
35,25.08.22г.,O
36,Образовательные,B-PURPOSE
36,гранты,B-PAYMENT_TYPE
36,ОФ,B-ORG
36,«Қазақстан,I-ORG
36,халқына»,I-ORG
36,и,B-PAYMENT_TYPE
36,стипендии,I-PAYMENT_TYPE
36,студентам,B-PURPOSE
36,Учреждение,B-ORG
36,"""Университет",I-ORG
36,"""ТУРАН"",",I-ORG
36,Договор,O
36,№09-02-,O
36,55/31,O
36,от,O
36,28.10.22г.,O
37,Образовательные,B-PURPOSE
37,гранты,B-PAYMENT_TYPE
37,ОФ,B-ORG
37,«Қазақстан,I-ORG
37,халқына»,I-ORG
37,и,B-PAYMENT_TYPE
37,стипендии,I-PAYMENT_TYPE
37,студентам,B-PURPOSE
37,Учреждение,B-ORG
37,"""Университет",I-ORG
37,"""Туран-Астана"",",I-ORG
37,Договор,O
37,№09-02-55/63,O
37,от,O
37,28.10.2022г.,O
38,Образовательные,B-PURPOSE
38,гранты,B-PAYMENT_TYPE
38,ОФ,B-ORG
38,«Қазақстан,I-ORG
38,халқына»,I-ORG
38,и,B-PAYMENT_TYPE
38,стипендии,I-PAYMENT_TYPE
38,студентам,B-PURPOSE
38,НАО,B-ORG
38,"""Евразийский",I-ORG
38,национальный,I-ORG
38,университет,I-ORG
38,им.,I-ORG
38,Л.Н.,I-ORG
38,"Гумилева"",",I-ORG
38,Договор,O
38,№09-02-55/7,O
38,от,O
38,28.10.2022г.,O
39,Оплата,B-PAYMENT_TYPE
39,Hôtel,B-ORG
39,Serotel,I-ORG
39,Lutèce,I-ORG
39,Rive,I-ORG
39,Gauche,I-ORG
39,-,O
39,расходы,B-PURPOSE
39,связанные,I-PURPOSE
39,с,I-PURPOSE
39,обученим,I-PURPOSE
39,3-х,I-PURPOSE
39,мед.специалистов,I-PURPOSE
39,"КазНИИОР,",B-ORG
39,Договор,O
39,№9-02-144,O
39,от,O
39,27.12.2022г.,O
40,Образовательные,B-PURPOSE
40,гранты,B-PAYMENT_TYPE
40,ОФ,B-ORG
40,«Қазақстан,I-ORG
40,халқына»,I-ORG
40,и,B-PAYMENT_TYPE
40,стипендии,I-PAYMENT_TYPE
40,студентам,B-PURPOSE
40,ЧУ,B-ORG
40,"""Карагандинский",I-ORG
40,университет,I-ORG
40,"Казпотребсоюза"",",I-ORG
40,Доп.соглаш.№1,O
40,к,O
40,Договору,O
40,№09-02-55/74,O
40,от,O
40,28.10.2022г.,O
41,Образовательные,B-PURPOSE
41,гранты,B-PAYMENT_TYPE
41,ОФ,B-ORG
41,«Қазақстан,I-ORG
41,халқына»,I-ORG
41,и,B-PAYMENT_TYPE
41,стипендии,I-PAYMENT_TYPE
41,студентам,B-PURPOSE
41,РГУ,B-ORG
41,"""Казахская",I-ORG
41,национальная,I-ORG
41,академия,I-ORG
41,искусств,I-ORG
41,имени,I-ORG
41,"Т.К.Жургенова""",I-ORG
41,МКС,I-ORG
41,"РК,",I-ORG
41,Договор,O
41,№09-02-55/54,O
41,от,O
41,28.10.22г.,O
42,Образовательные,B-PURPOSE
42,гранты,B-PAYMENT_TYPE
42,ОФ,B-ORG
42,«Қазақстан,I-ORG
42,халқына»,I-ORG
42,и,B-PAYMENT_TYPE
42,стипендии,I-PAYMENT_TYPE
42,студентам,B-PURPOSE
42,АО,B-ORG
42,"""Южно-Казахстанская",I-ORG
42,медицинская,I-ORG
42,"академия»,",I-ORG
42,Договор,O
42,№09-02-55/84,O
42,от,O
42,28.10.22г.,O
43,Возмещение,B-PAYMENT_TYPE
43,за,B-PURPOSE
43,услуги,I-PURPOSE
43,международной,I-PURPOSE
43,автоперевозки,I-PURPOSE
43,груза,I-PURPOSE
43,согласно,O
43,Договора,O
43,№9-02-12,O
43,от,O
43,01.07.2022,O
43,года,O
43,(КФ,B-ORG
43,"""ҚАМҚОРЛЫҚ",I-ORG
43,"ҚОРЫ"")",I-ORG
44,Возврат,B-PAYMENT_TYPE
44,средств,I-PAYMENT_TYPE
44,от,O
44,НАО,B-ORG
44,"""Казахский",I-ORG
44,агротехнический,I-ORG
44,университет,I-ORG
44,им.С.,I-ORG
44,"Сейфуллина""",I-ORG
44,в,B-PURPOSE
44,связи,I-PURPOSE
44,с,I-PURPOSE
44,отчислением,I-PURPOSE
44,студентов,I-PURPOSE
45,Образовательные,B-PURPOSE
45,гранты,B-PAYMENT_TYPE
45,ОФ,B-ORG
45,«Қазақстан,I-ORG
45,халқына»,I-ORG
45,и,B-PAYMENT_TYPE
45,стипендии,I-PAYMENT_TYPE
45,студентам,B-PURPOSE
45,НАО,B-ORG
45,"""Южно-Казахстанский",I-ORG
45,государственный,I-ORG
45,педагогический,I-ORG
45,университет,I-ORG
45,"""",I-ORG
46,Образовательные,B-PURPOSE
46,гранты,B-PAYMENT_TYPE
46,ОФ,B-ORG
46,«Қазақстан,I-ORG
46,халқына»,I-ORG
46,и,B-PAYMENT_TYPE
46,стипендии,I-PAYMENT_TYPE
46,студентам,B-PURPOSE
46,АО,B-ORG
46,"""Университет",I-ORG
46,КАЗГЮУ,I-ORG
46,им.,I-ORG
46,М.С.,I-ORG
46,"Нарикбаева»,",I-ORG
46,Договор,O
46,№09-02-55/60,O
46,от,O
46,28.10.2022г.,O
47,Образовательные,B-PURPOSE
47,гранты,B-PAYMENT_TYPE
47,ОФ,B-ORG
47,«Қазақстан,I-ORG
47,халқына»,I-ORG
47,и,B-PAYMENT_TYPE
47,стипендии,I-PAYMENT_TYPE
47,студентам,B-PURPOSE
47,НАО,B-ORG
47,"""Торайгыров",I-ORG
47,"Университет"",",I-ORG
47,Договор,O
47,№09-02-,O
47,55/30,O
47,от,O
47,28.10.2022,O
47,г.,O
48,Образовательные,B-PURPOSE
48,гранты,B-PAYMENT_TYPE
48,ОФ,B-ORG
48,«Қазақстан,I-ORG
48,халқына»,I-ORG
48,и,B-PAYMENT_TYPE
48,стипендии,I-PAYMENT_TYPE
48,студентам,B-PURPOSE
48,НАО,B-ORG
48,"""Казахстанско-Российский",I-ORG
48,медицинский,I-ORG
48,"университет"",",I-ORG
48,Договор,O
48,№09-02-55/22,O
48,от,O
48,28.10.2022г.,O
49,Образовательные,B-PURPOSE
49,гранты,B-PAYMENT_TYPE
49,ОФ,B-ORG
49,«Қазақстан,I-ORG
49,халқына»,I-ORG
49,и,B-PAYMENT_TYPE
49,стипендии,I-PAYMENT_TYPE
49,студентам,B-PURPOSE
49,НАО,B-ORG
49,"""Казахский",I-ORG
49,национальный,I-ORG
49,медицинский,I-ORG
49,университет,I-ORG
49,имени,I-ORG
49,С.,I-ORG
49,Д.,I-ORG
49,"Асфендиярова"",",I-ORG
49,Договор,O
49,№09-02-55/16,O
49,от,O
49,28.10.22г.,O
50,Образовательные,B-PURPOSE
50,гранты,B-PAYMENT_TYPE
50,ОФ,B-ORG
50,«Қазақстан,I-ORG
50,халқына»,I-ORG
50,и,B-PAYMENT_TYPE
50,стипендии,I-PAYMENT_TYPE
50,студентам,B-PURPOSE
50,НАО,B-ORG
50,"""Южно-Казахстанский",I-ORG
50,государственный,I-ORG
50,университет,I-ORG
50,имени,I-ORG
50,"М.Ауэзова"",",I-ORG
50,Договор,O
50,№09-02-55/52,O
50,от,O
50,28.10.2022г.,O
51,Образовательные,B-PURPOSE
51,гранты,B-PAYMENT_TYPE
51,ОФ,B-ORG
51,«Қазақстан,I-ORG
51,халқына»,I-ORG
51,и,B-PAYMENT_TYPE
51,стипендии,I-PAYMENT_TYPE
51,студентам,B-PURPOSE
51,Учреждение,B-ORG
51,"""Казахский",I-ORG
51,Университет,I-ORG
51,путей,I-ORG
51,"сообщения"",",I-ORG
51,Договор,O
51,№09-02-55/18,O
51,от,O
51,28.10.22г.,O
52,Образовательные,B-PURPOSE
52,гранты,B-PAYMENT_TYPE
52,ОФ,B-ORG
52,«Қазақстан,I-ORG
52,халқына»,I-ORG
